MeasuredSignalmV	NoiseFilteredSignalmV	FrequencyMHz	Distancemm	Angleo
1.936734	1.942133	0.1	40	9.473684
1.742217	1.939134	0.1	40	14.210526
1.628871	1.934965	0.1	40	18.947368
1.992793	1.929654	0.1	40	23.684211
1.842957	1.923237	0.1	40	28.421053
1.908043	1.915758	0.1	40	33.157895
2.138632	1.907269	0.1	40	37.894737
1.745057	1.897826	0.1	40	42.631579
1.768247	1.887495	0.1	40	47.368421
1.879379	1.876345	0.1	40	52.105263
2.025823	1.864455	0.1	40	56.842105
1.764598	1.851903	0.1	40	61.578947
2.213177	1.838777	0.1	40	66.315789
1.951239	1.825166	0.1	40	71.052632
1.830135	1.811163	0.1	40	75.789474
1.834457	1.796863	0.1	40	80.526316
1.788817	1.782365	0.1	40	85.263158
1.643666	1.767767	0.1	40	90
1.686592	1.555635	0.1	50	0
1.392456	1.555152	0.1	50	4.736842
1.96181	1.553706	0.1	50	9.473684
1.460627	1.551307	0.1	50	14.210526
1.634474	1.547972	0.1	50	18.947368
1.417882	1.543723	0.1	50	23.684211
1.585451	1.53859	0.1	50	28.421053
0.900806	1.532607	0.1	50	33.157895
1.776532	1.525815	0.1	50	37.894737
1.969862	1.518261	0.1	50	42.631579
1.656687	1.509996	0.1	50	47.368421
1.775828	1.501076	0.1	50	52.105263
1.619834	1.491564	0.1	50	56.842105
1.498187	1.481523	0.1	50	61.578947
1.9689	1.471022	0.1	50	66.315789
1.564513	1.460133	0.1	50	71.052632
1.138824	1.44893	0.1	50	75.789474
1.056674	1.437491	0.1	50	80.526316
1.027714	1.425892	0.1	50	85.263158
1.18958	1.414214	0.1	50	90
0.837825	1.296362	0.1	60	0
1.905508	1.29596	0.1	60	4.736842
1.443097	1.294755	0.1	60	9.473684
1.065396	1.292756	0.1	60	14.210526
1.095543	1.289977	0.1	60	18.947368
1.523595	1.286436	0.1	60	23.684211
1.559768	1.282158	0.1	60	28.421053
0.905708	1.277172	0.1	60	33.157895
1.739321	1.271512	0.1	60	37.894737
1.102627	1.265217	0.1	60	42.631579
1.512643	1.25833	0.1	60	47.368421
0.876775	1.250897	0.1	60	52.105263
1.358991	1.24297	0.1	60	56.842105
1.710599	1.234602	0.1	60	61.578947
0.985488	1.225852	0.1	60	66.315789
1.253341	1.216778	0.1	60	71.052632
1.604806	1.207442	0.1	60	75.789474
1.229217	1.197909	0.1	60	80.526316
1.851678	1.188243	0.1	60	85.263158
0.822103	1.178511	0.1	60	90
0.892282	1.111168	0.1	70	0
1.192357	1.110823	0.1	70	4.736842
0.906607	1.10979	0.1	70	9.473684
1.320236	1.108077	0.1	70	14.210526
0.975316	1.105695	0.1	70	18.947368
0.88558	1.10266	0.1	70	23.684211
1.463538	1.098993	0.1	70	28.421053
1.492216	1.094719	0.1	70	33.157895
1.06284	1.089868	0.1	70	37.894737
0.698157	1.084472	0.1	70	42.631579
0.892207	1.078568	0.1	70	47.368421
0.668874	1.072197	0.1	70	52.105263
1.072427	1.065403	0.1	70	56.842105
1.358425	1.05823	0.1	70	61.578947
1.280332	1.05073	0.1	70	66.315789
0.775726	1.042952	0.1	70	71.052632
0.871428	1.03495	0.1	70	75.789474
1.064078	1.026779	0.1	70	80.526316
1.328417	1.018494	0.1	70	85.263158
0.890527	1.010153	0.1	70	90
0.494067	0.972272	0.1	80	0
0.416718	0.97197	0.1	80	4.736842
0.743258	0.971066	0.1	80	9.473684
0.817906	0.969567	0.1	80	14.210526
0.760942	0.967483	0.1	80	18.947368
1.30895	0.964827	0.1	80	23.684211
1.240293	0.961619	0.1	80	28.421053
1.063557	0.957879	0.1	80	33.157895
0.754102	0.953634	0.1	80	37.894737
0.832321	0.948913	0.1	80	42.631579
0.697552	0.943747	0.1	80	47.368421
1.179635	0.938173	0.1	80	52.105263
0.408909	0.932227	0.1	80	56.842105
0.55136	0.925952	0.1	80	61.578947
0.708556	0.919389	0.1	80	66.315789
1.056766	0.912583	0.1	80	71.052632
1.107491	0.905582	0.1	80	75.789474
1.015831	0.898432	0.1	80	80.526316
1.20144	0.891183	0.1	80	85.263158
0.5172	0.883883	0.1	80	90
1.430871	0.864242	0.1	90	0
1.164203	0.863973	0.1	90	4.736842
0.827532	0.86317	0.1	90	9.473684
0.950283	0.861837	0.1	90	14.210526
1.246411	0.859985	0.1	90	18.947368
0.559458	0.857624	0.1	90	23.684211
1.318216	0.854772	0.1	90	28.421053
0.683043	0.851448	0.1	90	33.157895
0.950227	0.847675	0.1	90	37.894737
0.978673	0.843478	0.1	90	42.631579
0.760755	0.838886	0.1	90	47.368421
0.90578	0.833931	0.1	90	52.105263
0.665802	0.828647	0.1	90	56.842105
0.597416	0.823068	0.1	90	61.578947
0.88537	0.817234	0.1	90	66.315789
0.541975	0.811185	0.1	90	71.052632
0.346352	0.804961	0.1	90	75.789474
0.713293	0.798606	0.1	90	80.526316
0.92748	0.792162	0.1	90	85.263158
0.789679	0.785674	0.1	90	90
0.786569	0.777817	0.1	100	0
0.853916	0.777576	0.1	100	4.736842
0.971785	0.776853	0.1	100	9.473684
0.624765	0.775654	0.1	100	14.210526
0.873515	0.773986	0.1	100	18.947368
0.142371	0.771862	0.1	100	23.684211
0.870787	0.769295	0.1	100	28.421053
0.719598	0.766303	0.1	100	33.157895
0.752295	0.762907	0.1	100	37.894737
0.578215	0.75913	0.1	100	42.631579
0.978563	0.754998	0.1	100	47.368421
1.063481	0.750538	0.1	100	52.105263
1.182339	0.745782	0.1	100	56.842105
1.294348	0.740761	0.1	100	61.578947
0.995439	0.735511	0.1	100	66.315789
0.945457	0.730067	0.1	100	71.052632
1.085117	0.724465	0.1	100	75.789474
0.488409	0.718745	0.1	100	80.526316
1.041187	0.712946	0.1	100	85.263158
0.573844	0.707107	0.1	100	90
7.944332	7.778175	0.2	10	0
7.498305	7.775759	0.2	10	4.736842
7.455193	7.768531	0.2	10	9.473684
7.873846	7.756537	0.2	10	14.210526
8.211678	7.739862	0.2	10	18.947368
7.409878	7.718617	0.2	10	23.684211
7.687688	7.69295	0.2	10	28.421053
7.256223	7.663034	0.2	10	33.157895
8.097549	7.629074	0.2	10	37.894737
7.468097	7.591303	0.2	10	42.631579
7.720333	7.549978	0.2	10	47.368421
7.269893	7.505382	0.2	10	52.105263
7.001901	7.457819	0.2	10	56.842105
7.145692	7.407613	0.2	10	61.578947
6.964958	7.355109	0.2	10	66.315789
6.770814	7.300665	0.2	10	71.052632
7.290843	7.244652	0.2	10	75.789474
7.474349	7.187454	0.2	10	80.526316
7.300222	7.12946	0.2	10	85.263158
7.034615	7.071068	0.2	10	90
3.722606	3.889087	0.2	20	0
3.85227	3.88788	0.2	20	4.736842
3.532259	3.884265	0.2	20	9.473684
3.694653	3.878269	0.2	20	14.210526
4.012093	3.869931	0.2	20	18.947368
3.904619	3.859309	0.2	20	23.684211
4.035475	3.846475	0.2	20	28.421053
3.780361	3.831517	0.2	20	33.157895
3.501248	3.814537	0.2	20	37.894737
3.857244	3.795652	0.2	20	42.631579
3.747171	3.774989	0.2	20	47.368421
3.635595	3.752691	0.2	20	52.105263
3.234245	3.728909	0.2	20	56.842105
3.632683	3.703807	0.2	20	61.578947
3.895089	3.677555	0.2	20	66.315789
3.75948	3.650333	0.2	20	71.052632
3.502159	3.622326	0.2	20	75.789474
3.497357	3.593727	0.2	20	80.526316
3.678221	3.56473	0.2	20	85.263158
3.927601	3.535534	0.2	20	90
2.898605	2.592725	0.2	30	0
2.560791	2.59192	0.2	30	4.736842
2.540512	2.58951	0.2	30	9.473684
2.328095	2.585512	0.2	30	14.210526
2.649981	2.579954	0.2	30	18.947368
2.866932	2.572872	0.2	30	23.684211
2.032238	2.564317	0.2	30	28.421053
2.282814	2.554345	0.2	30	33.157895
2.343994	2.543025	0.2	30	37.894737
2.603774	2.530434	0.2	30	42.631579
2.695015	2.516659	0.2	30	47.368421
2.575644	2.501794	0.2	30	52.105263
2.757845	2.48594	0.2	30	56.842105
2.20508	2.469204	0.2	30	61.578947
2.959557	2.451703	0.2	30	66.315789
2.182169	2.433555	0.2	30	71.052632
2.526774	2.414884	0.2	30	75.789474
2.540406	2.395818	0.2	30	80.526316
2.430819	2.376487	0.2	30	85.263158
2.480963	2.357023	0.2	30	90
1.877258	1.944544	0.2	40	0
1.907391	1.94394	0.2	40	4.736842
2.218511	1.942133	0.2	40	9.473684
2.070896	1.939134	0.2	40	14.210526
1.734108	1.934965	0.2	40	18.947368
2.055979	1.929654	0.2	40	23.684211
2.130476	1.923237	0.2	40	28.421053
1.747437	1.915758	0.2	40	33.157895
2.357313	1.907269	0.2	40	37.894737
1.963996	1.897826	0.2	40	42.631579
1.826498	1.887495	0.2	40	47.368421
1.800509	1.876345	0.2	40	52.105263
1.811796	1.864455	0.2	40	56.842105
2.173205	1.851903	0.2	40	61.578947
1.934177	1.838777	0.2	40	66.315789
1.587327	1.825166	0.2	40	71.052632
1.860685	1.811163	0.2	40	75.789474
1.878691	1.796863	0.2	40	80.526316
1.638208	1.782365	0.2	40	85.263158
1.62376	1.767767	0.2	40	90
1.477978	1.555635	0.2	50	0
1.299955	1.555152	0.2	50	4.736842
1.397845	1.553706	0.2	50	9.473684
1.514418	1.551307	0.2	50	14.210526
1.488468	1.547972	0.2	50	18.947368
1.351501	1.543723	0.2	50	23.684211
1.487131	1.53859	0.2	50	28.421053
2.072044	1.532607	0.2	50	33.157895
1.642957	1.525815	0.2	50	37.894737
1.74602	1.518261	0.2	50	42.631579
1.813289	1.509996	0.2	50	47.368421
1.169758	1.501076	0.2	50	52.105263
1.300306	1.491564	0.2	50	56.842105
1.512356	1.481523	0.2	50	61.578947
1.316255	1.471022	0.2	50	66.315789
1.416103	1.460133	0.2	50	71.052632
1.744776	1.44893	0.2	50	75.789474
1.053502	1.437491	0.2	50	80.526316
1.220155	1.425892	0.2	50	85.263158
0.8827	1.414214	0.2	50	90
1.273827	1.296362	0.2	60	0
1.020287	1.29596	0.2	60	4.736842
1.193957	1.294755	0.2	60	9.473684
1.339302	1.292756	0.2	60	14.210526
1.407855	1.289977	0.2	60	18.947368
1.349758	1.286436	0.2	60	23.684211
0.96385	1.282158	0.2	60	28.421053
1.396947	1.277172	0.2	60	33.157895
1.313816	1.271512	0.2	60	37.894737
1.378913	1.265217	0.2	60	42.631579
1.365337	1.25833	0.2	60	47.368421
1.693909	1.250897	0.2	60	52.105263
1.458126	1.24297	0.2	60	56.842105
1.653792	1.234602	0.2	60	61.578947
1.311528	1.225852	0.2	60	66.315789
1.369415	1.216778	0.2	60	71.052632
1.408858	1.207442	0.2	60	75.789474
1.473154	1.197909	0.2	60	80.526316
1.418834	1.188243	0.2	60	85.263158
1.447987	1.178511	0.2	60	90
1.192741	1.111168	0.2	70	0
1.410433	1.110823	0.2	70	4.736842
0.639875	1.10979	0.2	70	9.473684
0.759502	1.108077	0.2	70	14.210526
0.919753	1.105695	0.2	70	18.947368
1.175294	1.10266	0.2	70	23.684211
0.995551	1.098993	0.2	70	28.421053
1.010277	1.094719	0.2	70	33.157895
1.259086	1.089868	0.2	70	37.894737
1.196614	1.084472	0.2	70	42.631579
0.972876	1.078568	0.2	70	47.368421
1.260085	1.072197	0.2	70	52.105263
1.109554	1.065403	0.2	70	56.842105
1.077755	1.05823	0.2	70	61.578947
1.606068	1.05073	0.2	70	66.315789
1.40123	1.042952	0.2	70	71.052632
0.801743	1.03495	0.2	70	75.789474
0.947084	1.026779	0.2	70	80.526316
1.247431	1.018494	0.2	70	85.263158
1.404452	1.010153	0.2	70	90
1.263606	0.972272	0.2	80	0
1.223042	0.97197	0.2	80	4.736842
1.340596	0.971066	0.2	80	9.473684
1.046103	0.969567	0.2	80	14.210526
0.905259	0.967483	0.2	80	18.947368
0.387741	0.964827	0.2	80	23.684211
0.80098	0.961619	0.2	80	28.421053
0.771396	0.957879	0.2	80	33.157895
0.757728	0.953634	0.2	80	37.894737
0.694938	0.948913	0.2	80	42.631579
0.810697	0.943747	0.2	80	47.368421
0.846279	0.938173	0.2	80	52.105263
0.946461	0.932227	0.2	80	56.842105
1.072266	0.925952	0.2	80	61.578947
1.098357	0.919389	0.2	80	66.315789
0.829168	0.912583	0.2	80	71.052632
0.510606	0.905582	0.2	80	75.789474
1.000861	0.898432	0.2	80	80.526316
0.707632	0.891183	0.2	80	85.263158
0.477152	0.883883	0.2	80	90
0.714059	0.864242	0.2	90	0
0.477458	0.863973	0.2	90	4.736842
0.69548	0.86317	0.2	90	9.473684
0.701935	0.861837	0.2	90	14.210526
0.796085	0.859985	0.2	90	18.947368
0.79284	0.857624	0.2	90	23.684211
0.930175	0.854772	0.2	90	28.421053
0.876158	0.851448	0.2	90	33.157895
0.918257	0.847675	0.2	90	37.894737
0.897662	0.843478	0.2	90	42.631579
1.002072	0.838886	0.2	90	47.368421
0.572679	0.833931	0.2	90	52.105263
1.004187	0.828647	0.2	90	56.842105
0.397608	0.823068	0.2	90	61.578947
0.913332	0.817234	0.2	90	66.315789
0.848695	0.811185	0.2	90	71.052632
0.554697	0.804961	0.2	90	75.789474
0.812261	0.798606	0.2	90	80.526316
1.050301	0.792162	0.2	90	85.263158
0.76059	0.785674	0.2	90	90
0.818183	0.777817	0.2	100	0
1.229994	0.777576	0.2	100	4.736842
1.18209	0.776853	0.2	100	9.473684
0.534127	0.775654	0.2	100	14.210526
0.770164	0.773986	0.2	100	18.947368
0.752193	0.771862	0.2	100	23.684211
0.853367	0.769295	0.2	100	28.421053
1.339779	0.766303	0.2	100	33.157895
0.732376	0.762907	0.2	100	37.894737
0.591934	0.75913	0.2	100	42.631579
0.577379	0.754998	0.2	100	47.368421
0.286449	0.750538	0.2	100	52.105263
0.498404	0.745782	0.2	100	56.842105
0.985927	0.740761	0.2	100	61.578947
0.652211	0.735511	0.2	100	66.315789
0.932066	0.730067	0.2	100	71.052632
0.666363	0.724465	0.2	100	75.789474
0.773673	0.718745	0.2	100	80.526316
1.0304	0.712946	0.2	100	85.263158
0.902883	0.707107	0.2	100	90
